name,id
Macadam/Cage Publishing,103
Gallimard French,104
Livre De Poche French,105
Btb Bei Goldmann,106
Crown Publishing Group (Ny),107
Harmony Books,108
Sourcebooks Landmark,109
Little Brown And Company,110
Penguin Putnam~Trade,111
Abacus Press,112
Fireside,113
Lgf,114
Random House Children'S Books,115
Talk Miramax Books,116
Del Sol Press,117
Packard Island Publishing,118
Harpertrophy,119
Magic Carpet Books,120
Lгѓ?Г‚Вјbbe,121
Phoenix Books,122
Roc,123
G. P. Putnam'S Sons,124
Main Street Books,125
"Random House, Inc.",126
Eos,127
Yearling Books,128
Atlantic Monthly Press,129
Pantheon Books,130
Bantam Classics,131
Black Sparrow Books,132
Pages Publishing Group,133
Point Fantasy,134
Random House Books For Young Readers,135
Harry N. Abrams,136
Washington Square Press,137
Shambhala,138
Penguin Putnam~Mass,139
Red Dress Ink,140
Mtv,141
"Diogenes Verlag, Zгѓ?Г‚Вјrich",142
Wilhelm Heyne Verlag Gmbh &Amp; Co Kg,143
Nelson Books,144
Trafalgar Square Publishing,145
Ecco,146
"Wilhelm Goldmann Verlag, Gmbh",147
Andrews Mcmeel Publishing,148
Penguin/Puffin Mass Market (Mm),149
Workman Publishing,150
Metropolitan Books,151
Simon Pulse,152
University Of New Mexico Press,153
Giron Spanish Books Distributors,154
Mysterious Press,155
Ivy Books,156
Speak,157
Barnes Noble Books(Imports,158
Baen Books,159
"Onyx, Published By New American Library",160
New Amer Library Classics (Mm),161
Mcgraw-Hill Humanities/Social Sciences/Languages,162
Harlequin Mills &Amp; Boon Ltd,163
Daw Books,164
Presses De La Cite French,165
Replica Books,166
W. W. Norton &Amp; Co Inc,167
Workman Pub Co,168
Harper Sanfrancisco,169
City Lights Publishers,170
Kensington Publishing Corporation,171
Perigee Trade,172
"Fischer (Tb. ), Frankfurt",173
Deutscher Taschenbuch Verlag (Dtv),174
Harperentertainment,175
St Martins Press,176
Random House Value Publishing,177
Good News Pub,178
Penguin Putnam~Childrens Hc,179
Starscape Books,180
"Farrar, Straus Giroux",181
Free Press,182
Barnes &Amp; Noble Books-Imports,183
Tor Classics,184
W. W. Norton &Amp; Company Ltd,185
Aspect,186
Santillana Usa Publishing Company,187
Arthur A. Levine Books,188
Scott Foresman (Pearson K.-12),189
Pan Books Ltd,190
Ediciones Catedra S. A.,191
Ace Charter,192
Random House Uk Ltd (A. Division Of Random House Group),193
Methuen Publishing Ltd,194
Waterbrook Press,195
Gotham Books,196
Pearson Higher Education,197
Algonquin Books Of Chapel Hill,198
Downtown Press,199
Globe Fearon,200
Living Books,201
Universale Economica Feltrinelli,202
Time Warner Audio Major,203
Hay House,204
Penguin Putnam Books For Young Readers,205
Puffin Books,206
Pond Publishing,207
Planeta Pub Corp,208
Random House Audio Publishing Group,209
Grupo Zeta,210
Pub Group West,211
John M. Hardy,212
Consortium Book Sales &Amp; Dist,213
Independent Pub Group,214
Diogenes Verlag Ag,215
Upfront Publishing,216
Selldowns/No More Orders,217
Obelisco,218
Chelsea Green Publishing Company,219
Einaudi,220
Ullstein Tb-Vlg,221
Tsr Hobbies,222
Da Capo Press,223
Arbor House Pub Co,224
New Directions Publishing Corporation,225
Rowohlt Tb.,226
New Amer Library (Mm),227
"Farrar, Straus And Giroux (Byr)",228
Aladdin Library,229
Hci Teens,230
Not Avail,231
Tor Science Fiction,232
Faber &Amp; Faber Ltd,233
French &Amp; European Pubns,234
Chronicle Books Llc,235
Faber Paperbacks,236
Little Brown Company,237
Macmillan Pub Ltd,238
John Wiley &Amp; Sons Inc,239
Fourth Estate,240
Tusquets Editores,241
Bridge Publications,242
Lb May &Amp; Assoc Inc,243
Sagebrush Education Resources,244
Sagebrush Bound,245
Edhasa,246
Ediciones Urano,247
Random House Childrens Pub (Mm),248
Scholastic Paperbacks (T.),249
Douglas &Amp; Mcintyre,250
Orion Mass Market Paperback,251
Johns Hopkins University Press,252
Infinity Publishing (Pa),253
Octopus Publising Group Plc,254
"Editorial Planeta, S. A.",255
Star Trek,256
Conari Press,257
Crimeline,258
Greenwillow Books,259
Firefly Books Ltd,260
Learning Curve,261
Sasquatch Books,262
Running Press Book Publishers,263
Travelers' Tales Guides,264
Kensington Pub Corp (Mm),265
Multnomah Publishers,266
Forge Books,267
"Black Swan Books, Limited",268
Suma De Letras,269
Counterpoint Press,270
Trans-Atlantic Publications,271
Rizzoli - Rcs Libri,272
Adelphi Book Shop Ltd,273
Havill Pr,274
Aims Intl Books,275
"Editorial Seix Barral, S. A.",276
North River Press,277
Suhrkamp Verlag,278
New World Library,279
Gold Leaf Press (Mi),280
Jeremy P. Tarcher,281
Publicaffairs,282
Punto De Lectura,283
European Book Co,284
Adams Media Corporation,285
Penguin (Non-Classics),286
Pan Macmillan Publishers Australia,287
Mira Books,288
Collectors Press,289
A. Mondadori,290
Putnam Adult,291
Zondervan Publishing Company,292
Authors Choice Press,293
Wizards Of The Coast,294
Seal Press (Wa),295
Odyssey Classics,296
Wordsworth Editions Ltd,297
Aufbau Tb,298
Grosset &Amp; Dunlap,299
Baker Pub Group,300
Sphere Books Limited,301
Perigee Books,302
Henry Holt And Co. (Byr),303
Corgi Adult,304
Warner Books> C./O Little Br,305
Fulcrum Publishing,306
"Plaza &Amp; Janes Editores, S. A.",307
Oxford University Press,308
Firebird Distributing,309
Hamish Hamilton,310
Alianza Editorial,311
Prelude Press,312
Harperbusiness,313
Pubs Wholesale,314
Simon Schuster Macmillan,315
Dove Books Audio,316
Penguin Highbridge Audio,317
Outlet Books Company,318
Bethany House Publishers,319
Crossway Books,320
Bloomsbury Publishing Plc,321
Leisure Books,322
Mentor Books,323
Anatolian Treasures,324
Biblioteca Universale Rizzoli,325
Word Publishing,326
Warner Forever,327
Orchard Books (Ny),328
Westbow Press,329
Gallimard Jeunesse,330
Attack International,331
Chicken House,332
Starfire,333
Reader'S Digest Association,334
Bloomsbury Usa,335
Pinnacle Books (Mm),336
Smithmark Publishers,337
Banner Of Truth,338
Troll Communications,339
Publishamerica,340
"Books On Tape, Inc.",341
I. Books,342
Riveroak Publishing,343
John Edward (Haylo),344
Cliff Street Books,345
Celestial Arts,346
Viking Penguin Inc,347
Berkely Prime Crime,348
"Krгѓ?Г‚Вјger, Frankfurt",349
Ticknor &Amp; Fields,350
Debols!Llo,351
Inventeam Llc,352
Writer'S Showcase Press,353
Mcsweeney'S Books,354
Continental Book Company,355
Hodder Children'S Books,356
Bonanza Books,357
"Kiepenheuer &Amp; Witsch Gmbh &Amp; Co. Kg, Verlag",358
Destino Ediciones,359
Little Apple,360
Seven Stories Press,361
Jove Pubns,362
"Droemersche Verlagsanstalt Th. Knaur Nachf. , Gmbh &Amp; Co.",363
Tokyopop,364
Bloomsbury Publishing (Ny),365
Albert Whitman &Amp; Company,366
Bradbury Press,367
Berrett-Koehler Publishers,368
Shaye Areheart Books,369
Mcclelland &Amp; Stewart Ltd,370
Pan Books In Association With Secker &Amp; Warburg,371
Simon Spotlight Entertainment,372
Allen &Amp; Unwin,373
Union Gгѓв©Nгѓв©Rale D'Гѓв©Ditions,374
Edgehill Books,375
Carroll &Amp; Graf Publishers,376
A. Deutsch,377
Airmont Pub Co,378
Virago Press (Uk),379
Editions J.'Ai Lu,380
Sudamericana,381
Headline Book Publishing,382
Unwin Hyman,383
Random House~Trade,384
Grove/Atlantic,385
Mcarthur Publishing,386
Amistad,387
Dutton Adult,388
Candlewick Press (Ma),389
Bompiani Italian,390
Cedco Publishing Company,391
Soho Press,392
"Reclam, Leipzig",393
Quill,394
Fleming H. Revell Company,395
W. Publishing Group,396
"Alfaguara Ediciones, S. A. (Spain)",397
Naval Institute Press,398
C. R. Gibson Company,399
Marian Wood Book,400
Dorset Press,401
Rayo,402
Topaz,403
Perseus Books Group,404
Walker &Amp; Company,405
Laurel-Leaf Books,406
Saint Jude Media,407
Strapless,408
Viz Communications,409
Minerva,410
Albin Michel,411
Actes Sud,412
Hachette Jeunesse,413
Dial Press,414
Sunburst,415
Wildcat Canyon Press,416
Sterling Pub Co Inc,417
Subterranean Press,418
V. Gollancz,419
Berkley Pub Group (Mm),420
Editions 10/20,421
Turtleback Books Distributed By Demco Media,422
Penguin Uk,423
Hutchinson,424
New Millennium Audio,425
Fanfare,426
Ten Speed Press,427
Plough Publishing House,428
University Of Chicago Press,429
Barnes Noble Classics,430
Papier-Mache Press,431
Joanna Cotler,432
Fine Communications,433
Gulliver Books Paperbacks,434
Harvest House Publishers,435
Spike,436
Blue Sky Press (Az),437
Listening Library,438
Sceptre,439
Beacon Press,440
Paulist Press,441
Holiday House,442
Gramercy Books,443
Soft Skull Press,444
Perseus Publishing,445
Schocken Books,446
Canongate Books Ltd,447
Prairie Valley Films-Literary Division,448
Harperresource,449
Rue Morgue Press,450
Steeple Hill,451
L. A. Weekly Books,452
Macmillan Pub. Co,453
Skylark Books,454
David R. Godine Publisher,455
"Mesorah Publications, Limited",456
Harper Audio,457
Overlook Press,458
Portfolio Hardcover,459
Lectorum Publications Inc,460
Salamandra,461
Paperback Nova Audio,462
Indiana University Press,463
Harperfestival,464
Le Dilettante,465
Seuil,466
Hoffmann &Amp; Campe,467
Pan Books - Macmillan Uk,468
Guildamerica Books,469
"Daughters, Inc. ]",470
Theatre Communications Group,471
The Harvill Press,472
Consumer Reports Books,473
Bt Bound,474
Tor Teen,475
Philomel Books,476
Springer-Verlag,477
Luna,478
Xlibris Corporation,479
Broadman &Amp; Holman Publishers,480
Atheneum/Richard Jackson Books,481
Deutscher Taschenbuch Verlag,482
Giron Books,483
Griffin Trade Paperback,484
Booket,485
New Press,486
Riverhead Hardcover,487
Large Print Press,488
Chrysalis Books,489
Poolberg,490
University Of Illinois Press,491
Orion Publishing Co,492
Penguin Audiobooks,493
Ediciones B.,494
Simon And Schuster,495
Aims International Books,496
Collier Books,497
Knopf : Distributed By Random House,498
Yale University Press,499
Fantagraphics Books,500
University Of California Press,501
Judy Piatkus Publishers Ltd,502
J.'Ai Lu,503
Princess Books,504
Century,505
Mandarin,506
"Playboy Enterprises, Inc",507
University Of Nebraska Press,508
Donald M Grant,509
Castle Books,510
Stoddart+Publishing,511
Rodale Books,512
Atheneum/Anne Schwartz Books,513
Firebrand Books,514
Wellspring/Ballantine,515
Barbour Publishing,516
Duffy &Amp; Snellgrove,517
Profile Books Ltd,518
W. H. Freeman &Amp; Company,519
Laurel Editions,520
Open Court Publishing Company,521
Marlowe &Amp; Company,522
Viking Children'S Bks,523
Meredith Books,524
Arlгѓ?Г‚В©A,525
"Acacia Press, Inc.",526
Viking Press,527
Amer Guidance Service,528
Carlsen Verlag Gmbh,529
New Canadian Library,530
Zsolnay,531
Aunt Lute Books,532
Basic Books,533
Bantam Pr Ltd,534
Thorndike Press,535
University Of Queensland Pr (Australia),536
Good Books,537
Harper &Amp; Row,538
Mary Book / Prelude Pr,539
Push,540
Rowohlt Taschenbuch Verlag Gmbh,541
Avery Publishing Group,542
North Point Press,543
Brilliance Audio - Trade,544
Price Stern Sloan Pub (J.),545
Moody Publishers,546
Wings,547
Hodder &Amp; Stoughton Ltd,548
Collins Voyager,549
Audio Renaissance,550
Blue Mountain Arts,551
Pub Overstock Unlimited Inc,552
Juventud,553
Faber And Faber Ltd,554
Carl Hanser,555
"X.-S. Books, Inc.",556
Allen Lane,557
William Heinemann Ltd(England,558
Modern Language Assn Of Amer,559
Collectible First Editions,560
Ekstasis Editions,561
North-South Books,562
Intl Specialized Book Service Inc,563
Small Pr Distribution,564
Summit Books,565
Triad/Panther,566
Barron'S Educational Series,567
Indypublish. Com,568
Cambridge University Press,569
Random House (Uk),570
Hazelden Publishing &Amp; Educational Services,571
Academy Chicago Publishers,572
Buccaneer Books Inc,573
Warner Futura,574
Lowry House Pub,575
Viking Juvenile,576
Barton &Amp; Brett,577
Audio Literature,578
Princeton University Press,579
Philippe Picquier,580
Alastair Sawday Publishing,581
Pomegranate Communications,582
Attic Press,583
Ecw Press,584
Ideal Foreign Books,585
Contemporary French Fiction,586
Brava,587
Macmillan Children'S Books,588
Harper Collins - Uk,589
Rowholt Verlag Gmbh,590
Protea Publishing Company,591
Ullstein Buchverlage Gmbh &Amp; Co. Kg / Ullstein Tasc,592
Schoenhofsforeign Books Inc,593
Spring Books,594
Weidenfeld Nicolson Illustrated,595
Raincoast Book Dist Ltd,596
Grasset,597
Barbour Pub Inc,598
Random House Large Print Publishing,599
J. M Dent &Amp; Sons Ltd,600
Phoenix House,601
Virago Press Limited,602
Ammann,603
Hanser Gardner Publications,604
Goose Lane Editions,605
Time Warner Paperbacks,606
Windsor-Brooke Books,607
Recorded Books,608
Orbit Book Co.,609
Blue Moon Books,610
Yale Univ Pr,611
Britnell Book Wholesalers,612
Mjf Books,613
"Bertelsmann, Mгѓ?Г‚Вјnchen",614
Smithmark+Publishers Inc,615
Longmeadow Press,616
Arabesque,617
Fredonia Books (Nl),618
Egmont Childrens Books,619
Omnibus Books,620
Hodder Stoughton Ltd(England,621
China Books &Amp; Periodicals,622
Perfection Learning Prebound,623
Diane Pub Co,624
Random House Of Canada,625
Walt Disney Records &Amp; Audio,626
Thunder'S Mouth Press,627
Knopf Canada,628
Dorset House Publishing Co Inc,629
Red Wagon Books,630
Press Gang Publishers,631
Editions 10/18,632
Continental Book Co Inc,633
Econo-Clad Books,634
Humanity Press/Prometheus Bk,635
Natl Book Network,636
Worth Publishers Inc,637
Denoгѓ?Г‚В«L,638
Mcarthur &Amp; Company,639
La Marca Editora,640
Transglobal Books Inc,641
Longman Group United Kingdom,642
Constable And Robinson,643
Bloomsbury Pub Ltd,644
Chivers Word For Word Audio Books,645
Prentice Hall (K. -12),646
Droemer Knaur,647
Colleccion Millenium,648
Windsor Peak Press,649
Akal Ediciones,650
"Espasa Calpe Mexicana, S. A.",651
Librairie Des Champs-Elysгѓ?Г‚В©Es,652
Biblioteca Nueva,653
Longstreet Press,654
Harperlargeprint,655
Red Deer Press,656
Wildside Press,657
Rider,658
Price Stern Sloan Pub (J. ),659
Ediciones Universal,660
"Saddleback Publishing, Inc.",661
Macmillan Of Canada,662
Silver Burdett Press,663
Granada Publishing,664
House Of Stratus,665
I. B. S. Books Stocked,666
Diamond/Charter,667
Critica,668
John Murray General Publishing Division,669
Le Livre De Poche,670
Grafton Books,671
Bookthrift Co,672
Tormont Publications,673
Luis De Caralt,674
Lonely Planet Publications,675
Skoob Books Pub Ltd,676
Worldwide Library,677
Random House Australia Pty Ltd,678
Castalia Publishing Company,679
Harper Collins Publishers,680
Lectorum Pubns (Adult),681
Context Books,682
Editions 84,683
Michael Joseph Ltd,684
Hunter Publishing+Inc,685
Random House Usa Inc,686
Uglytown Productions,687
Anhinga Publishing,688
Regnery Publishing,689
Peggy Pinson,690
Laura Geringer,691
Harperprism,692
G. K. Hall &Amp; Co,693
Virgin Books,694
"Bantam Press, Ltd.",695
Berkley Boulevard Books,696
Feminist Press,697
Lectorum Pubns (J.),698
Clarkson N. Potter Publishers,699
Dh Audio,700
Berkley Hardcover,701
Bhaktivedanta Book Trust,702
"Ullstein-Taschenbuch-Verlag, Zweigniederlassung Der Ullstein Buchverlage Gmbh",703
George Braziller,704
"Editorial Grijalbo, S. A. De C. V.",705
Poseidon Press,706
List Taschenbuchverlag,707
Au Diable Vauvert,708
Dargaud,709
Harperchildrensaudio,710
Warner Communications Company,711
Athenum,712
Poisoned Pen Press,713
Berkley Books,714
Time Warner Audiobooks,715
Black Sparrow Press,716
Chivers Audio Books,717
Unicorn Pub House,718
Michael Neugebauer Book,719
"Evans, M. Co",720
Universal Sales Marketing,721
Random Library,722
Baxter Press,723
E. P. Dutton,724
Galaxy Press,725
Ein Ullstein Buch,726
Archive Press,727
Pagefree Publishing,728
Self-Realization Fellowship Publishers,729
Thienemann,730
"Rosettabooks, Llc",731
For Dummies,732
"Stewart, Tabori, &Amp; Chang",733
Hippocrene Books,734
Addison Wesley Publishing Company,735
Dorchester Publishing Company,736
Naiad Press,737
Oxford Univ Press,738
Abingdon Pr,739
Allyn &Amp; Bacon,740
Peter Smith Publisher Inc,741
Granta Books,742
Bbc Books,743
New Falcon Publications,744
Creation House,745
University Of Queensland Press,746
Media Books Audio Publishing,747
Tantor Media,748
Orion Publishing Group,749
Random House (P.),750
Cloudbank Creations,751
Longman Publishing Group,752
Durkin Hayes Pub Ltd,753
Client Distribution Services,754
William S. Konecky Associates,755
Fairmount Books Ltd Remainders,756
Chicago Review Press,757
Jonathan Cape,758
Daedalus Books,759
Altamira,760
Rutledge Hill Press,761
Isis Audio Books,762
Newmarket Press,763
Bbc Consumer Publishing,764
Bloomsbury Books,765
Lightyear Press,766
Rivages,767
Interlink Publishing+Group Inc,768
Portable Publishing,769
Honor Books,770
Tqs Pubns,771
Editions Flammarion,772
Putnam Berkley Audio,773
Louisiana State University Press,774
Bookpeople,775
Amber Lotus,776
Overmountain Press,777
Five Star (Me),778
Medallion Press,779
Canongate Pub.,780
Sepia,781
Nal Trade,782
Emece Editores,783
L.'Archipel,784
M. Joseph,785
Abbey Library,786
Hachette Littгѓ?Г‚В©Rature,787
Periwinkle Pr,788
Siruela,789
Stonewall Inn Editions,790
Stenhouse Publishers,791
Disney Press,792
Soundelux Audio Publishing,793
Chosen Books,794
Gage Publishing Ltd,795
Polestar Book Publishers,796
Derrydale,797
World Wide Books,798
St. Martin'S True Crime Classics,799
Dumont Literatur Und Kunst Verlag,800
"Philipp Reclam, Jun Verlag Gmbh",801
Lifetime Books,802
"Hall, Gk Co",803
Four Walls Eight Windows,804
Routledge Kegan &Amp; Paul,805
Ideals Publications,806
Mouse Works,807
Encore,808
Black Books,809
Image,810
Bantam Audio Publishing,811
Jameson Books,812
Audio Partners,813
Penguin Highbridge,814
Headway Books,815
Spinsters Ink,816
Viz Llc,817
Modern Publishing,818
Wolfhound Press (Ie),819
Landoll,820
Nathan Jeunesse,821
Hampton Roads Publishing Company,822
Ariel Press,823
Cornelsen,824
Calder Publications,825
Dolphin Book Co.,826
Transworld Publishers Limited,827
Munsey Music,828
Grupo Editorial Norma,829
New English Library,830
Emece/Argentina,831
Altaya,832
Hackett Publishing Company,833
Van Nostrand Reinhold,834
Courage Books,835
Naval Inst Pr,836
Heyday Books,837
Amereon Limited,838
Secker &Amp; Warburg Ltd,839
Creative Education (Sd),840
Turtle Bay Books,841
Commonwealth Publications,842
Book Span,843
Lippincott,844
Pub Circulation Corp,845
Kensington Books,846
Sigmar,847
Wyatt Book,848
Little Simon,849
Publishing Mills,850
Millenium Books,851
Book Depot Remainders,852
New Millennium Press,853
Portland House,854
Child'S Play International Ltd,855
Groundwood Books,856
Arrow (A. Division Of Random House Group),857
Robert Laffont,858
Hackett Pub Co Inc,859
Book Publishing Company (Tn),860
Vehicule Press,861
K. M. Swan Books,862
Dorrance Pub Co,863
Bard Press,864
Deseret Book Company,865
"Weitbrecht, Stgt.",866
Harper Children'S Audio,867
Vergara Editor S. A.,868
Isis Publishing,869
Peachtree Publishers,870
Assouline,871
Thomas T. Beeler Publisher,872
Liveright Publishing Corporation,873
Wyrick And Company,874
Ulverscroft Large Print,875
Lothian Pub Co,876
Broadview Press,877
Ardis Publishers,878
Margaret K. Mcelderry,879
Thomson Learning,880
Premiere Publishing Group,881
Booklocker. Com,882
Satori Press,883
Cassell Illustrated,884
Big Mallard Books,885
Peter Bedrick Books,886
Blanvalet,887
Authorhouse,888
Screenpress Books,889
Horizon Book Promotions,890
Univ Of California Pr,891
Abbey Press,892
Parents Magazine Press,893
Nick Hern Books,894
Chivers Large Print,895
Dragonfly Books,896
Tuttle Pub,897
J. Cape,898
Akashic Books,899
Trafalgar Square (J.),900
Chivers Press Ltd,901
Paperstar Book,902
Univ Of Toronto Pr,903
Phoenix Audio,904
Epoca,905
Porcepic Books,906
Unicorn Publishing House,907
Robert Bentley Publishers,908
Iuniverse Inc,909
Thistledown Press,910
Starblaze Editions,911
O.'Brien Press,912
Sterling Publishing,913
Vantage Pr,914
Book Of The Month Club,915
Little Brown Uk Ltd,916
10-18,917
Clarion Books,918
One World,919
John Wiley &Amp; Sons (Sd),920
New Holland Publishers Pty Ltd (Aus),921
Simon &Amp; Schuster (J.),922
Kingfisher,923
Lerner Pub Group,924
Dark Horse Comics,925
Worlds Great Classics,926
Facts On File Inc,927
Navpress,928
Element Books Ltd,929
Holt Rinehart And Winston,930
Platt &Amp; Munk,931
Wagenbach,932
Star Bright Books,933
"Scholasstic, Inc",934
Rгѓ?Г‚Вјtten &Amp; Loening,935
Brilliance Corporation,936
Madison Books,937
Metrobooks (Ny),938
Wm. B. Eerdmans Publishing Company,939
Sunset Productions,940
Norton*(Ww Norton Co,941
Poolbeg Pr Ltd,942
Caxton Press,943
