name,id
Lemony Snicket,267
David Lodge,268
Iain Banks,269
Jacob Weisberg,270
Bernard Werber,271
Allan Zola Kronzek,272
Elizabeth Strout,273
David Sedaris,274
Jill Thompson,275
Jeff Foxworthy,276
Terry Brooks,277
Tamora Pierce,278
Carolyn Chute,279
John Varley,280
Christopher Rice,281
Lee Smith,282
Nick Hornby,283
W. Michael Gear,284
Peter Hoeg,285
Erma Bombeck,286
Karen Hesse,287
Diane Duane,288
Rachel Roberts,289
Lois Lowry,290
Stephen Donaldson,291
Stephen R. Donaldson,292
Ellen Rimbauer,293
Michael A. Stackpole,294
Carole Matthews,295
Marion Zimmer Bradley,296
Orson Scott Card,297
Kate Chopin,298
William Maples,299
Michael Connelly,300
John T. Lescroart,301
John Jakes,302
Alice Mcdermott,303
Eileen Goudge,304
Walter Cronkite,305
Elizabeth Peters,306
Emily Bronte,307
John A. Keel,308
Meg Cabot,309
Jeffrey Eugenides,310
Judith Guest,311
Michael Chabon,312
Barbara Michaels,313
Norton Juster,314
Michael Blake,315
Carl Hiaasen,316
William Goldman,317
Mark Bowden,318
Alain De Botton,319
Chuck Palahniuk,320
E. Annie Proulx,321
Adam Davies,322
Nicholas Evans,323
Milans Kundera,324
L. M. Montgomery,325
Charles Bukowski,326
Haruki Murakami,327
Frances Hodgson Burnett,328
Patricia C. Wrede,329
Ann-Marie Macdonald,330
Sue Miller,331
Sheri S. Tepper,332
Dr Seuss,333
Tobias Wolff,334
Judy Blunt,335
William Trevor,336
Alice Walker,337
Wallace Stegner,338
Don Delillo,339
Ralph Ellison,340
Shel Silverstein,341
Jhumpa Lahiri,342
Charles Sullivan,343
Tom Robbins,344
Ursula Hegi,345
Diana Gabaldon,346
Zadie Smith,347
Natalie Goldberg,348
Sue Grafton,349
William J. Kennedy,350
John Steinbeck,351
Dale Carnegie,352
Clifford Stoll,353
Sandra Cisneros,354
Kimberly Kirberger,355
Ariella Papa,356
Shannon Olson,357
Karen Stolz,358
Stephen Chbosky,359
Sylvia Nasar,360
Arthur C. Clarke,361
Peter Matthiessen,362
Marilynne Robinson,363
Jude Deveraux,364
Anne Morrow Lindbergh,365
Laurie R. King,366
Melinda Haynes,367
Carol Shields,368
Tim Powers,369
Paulo Coelho,370
Wolfgang Hohlbein,371
Truman Capote,372
Darrell Scott,373
James Herbert,374
William Sutcliffe,375
Claudia Keller,376
Christopher Moore,377
Gary Larson,378
Garrison Keillor,379
Berke Breathed,380
Barbara Ann Kipfer,381
George Stephanopoulos,382
Cornelia Funke,383
Camille Paglia,384
James Kahn,385
James Mcbride,386
Louis Sachar,387
Oliver W. Sacks,388
Rachel Cohn,389
Jayne Ann Krentz,390
Molly Ivins,391
Forrest Carter,392
Umberto Eco,393
Greg Bear,394
Kathy Reichs,395
Jeffery Deaver,396
V. C. Andrews,397
Ernest J. Gaines,398
Anne Lamott,399
Bret Lott,400
Zora Neale Hurston,401
Salman Rushdie,402
Bill Bryson,403
Kahlil Gibran,404
Tess Gerritsen,405
Olive Ann Burns,406
Betty Smith,407
Michael Ende,408
Corrie Ten Boom,409
Michael Paterniti,410
Steve Martini,411
Banana Yoshimoto,412
Edwidge Danticat,413
Joe R. Lansdale,414
Arturo Perez-Reverte,415
Erik Larson,416
Laurie Halse Anderson,417
Mary Mcgarry Morris,418
Stephen Coonts,419
Judy Blume,420
Patrick Robinson,421
Robert T. Bakker,422
Rachel Simon,423
Spider Robinson,424
Jonathan Harr,425
Ayn Rand,426
Alexandre Dumas,427
Raymond Chandler,428
Whitney Otto,429
Kaye Gibbons,430
Michael Cunningham,431
Diane Ackerman,432
Susan Isaacs,433
Douglas Preston,434
Kim Stanley Robinson,435
Cathy Cash Spellman,436
Jane Sigaloff,437
Marian Keyes,438
Drew Barrymore,439
Lori Handeland,440
Deborah Laake,441
Marisa Carroll,442
Dave Eggers,443
Jasper Fforde,444
Wendy Holden,445
Sebastian Faulks,446
Sue Margolis,447
Dora Levy Mossanen,448
Sheri Holman,449
Jacqueline Susann,450
Sara Paretsky,451
Jane Mendelsohn,452
Richard George Adams,453
John Colapinto,454
Ildiko Kurthy,455
Kurt Vonnegut,456
Sandor Marai,457
Scott O.'Dell,458
Max Allan Collins,459
Julie E. Czerneda,460
Beatrice Sparks,461
Peter Mauyle,462
Douglas Kennedy,463
Jean Bonnefoy,464
Lynne Reid Banks,465
Dan Simmons,466
Brian Herbert,467
Vincent Bugliosi,468
Ben Elton,469
Mary Doria Russell,470
Victor Hugo,471
Jennifer Egan,472
Dodie Smith,473
Arlene Eisenberg,474
Jane Green,475
Ann B. Ross,476
Adriana Trigiani,477
Erica Jong,478
Diana Palmer,479
Lois Battle,480
Allen Ginsberg,481
Bill Watterson,482
Max Frisch,483
Thomas Pynchon,484
Doris Pilkington,485
Jules Verne,486
Sam Siciliano,487
Joe Haldeman,488
Anatoli Boukreev,489
Laurell K. Hamilton,490
Hera Lind,491
Catherine Clement,492
Caleb Carr,493
Stephen Baxter,494
Augusten Burroughs,495
David Eddings,496
John Case,497
Donna Woolfolk Cross,498
Jon Krakauer,499
Peter J. D.'Adamo,500
John Fowles,501
Chris Bohjalian,502
M. Scott Peck,503
M. M. Kaye,504
Sharon Creech,505
Dean Devlin,506
Nuala O.'Faolain,507
Terry Mcmillan,508
Jimmy Stewart,509
Bill Cosby,510
Dorothea Benton Frank,511
Daniel Hecht,512
Stephen R. Lawhead,513
Anne Perry,514
Robin A. White,515
Stephen White,516
Jeffrey Archer,517
Guy De Maupassant,518
Jonathan Kellerman,519
Robert Charles Wilson,520
Geoff Ryman,521
Gaston Leroux,522
Lynda Barry,523
Carol Higgins Clark,524
Andrew Pyper,525
Amy Ephron,526
Susan Vreeland,527
Federico Andahazi,528
Russell Martin,529
Ross King,530
Iain Pears,531
Jean M. Auel,532
Robert Ludlum,533
Oliver Sacks,534
Virginia Woolf,535
Janet Fitch,536
David Foster Wallace,537
Dav Pilkey,538
Chuck Logan,539
Patrick Suskind,540
James Rollins,541
Minette Walters,542
William Faulkner,543
John Updike,544
Tiffanie Debartolo,545
Daniel Quinn,546
Jeanette Winterson,547
Val Mcdermid,548
Julie Garwood,549
Madeleine L.'Engle,550
Ann Packer,551
Edith Wharton,552
Chitra Banerjee Divakaruni,553
Louise Erdrich,554
Neal Stephenson,555
Hermann Hesse,556
Rosalind Miles,557
Irvine Welsh,558
Nelson Demille,559
Dianna L. Paxson,560
Gail Godwin,561
Jayne Castle,562
Octavia E. Butler,563
Gloria Naylor,564
Mary Pipher,565
J. K. Rowling,566
Robyn Carr,567
Jean Craighead George,568
Laura Lippman,569
Philip Roth,570
William Styron,571
Roger Zelazny,572
Gabriel Garcгѓв­A Mгѓвўrquez,573
Naomi Ragen,574
Stephen R. Covey,575
Joseph O.'Connor,576
Barbara Taylor Bradford,577
Frank Herbert,578
Michael Shaara,579
Robin Mckinley,580
James W. Loewen,581
Robert Jordan,582
William Shakespeare,583
Elliott Hester,584
Kathleen O.'Neal Gear,585
Buzz Aldrin,586
Jane Kirkpatrick,587
George Carlin,588
Harlan Coben,589
Andrew Klavan,590
Lynne Truss,591
Whoopi Goldberg,592
Drew Carey,593
Ha Jin,594
William Strunk Jr.,595
Esme Raji Codell,596
Daniel Keyes,597
Elizabeth Adler,598
Barbara W. Tuchman,599
Walter Mosley,600
Pamela Ribon,601
Agatha Christie,602
Frank E. Peretti,603
Brad Meltzer,604
Stan Berenstain,605
Viktor E. Frankl,606
Dennis Lehane,607
Johanna Lindsey,608
Daniel Pennac,609
Carol Adrienne,610
Jean-Paul Sartre,611
Lawrence Sanders,612
Catherine Ryan Hyde,613
James Finn Garner,614
Greg Iles,615
Ridley Pearson,616
Dale Brown,617
Paul Monette,618
Sylvia Browne,619
James Redfield,620
Coleman Barks,621
Tim Allen,622
Ellen Raskin,623
James Herriot,624
Jacqueline Carey,625
Nancy Farmer,626
Susanna Moore,627
Sark,628
Bret Easton Ellis,629
Mary Bray Pipher,630
Chris Sorensen,631
Eduardo Mendoza,632
Katherine Neville,633
Lavyrle Spencer,634
Brian Jacques,635
James Lee Burke,636
Mark Frost,637
Ruth Prawer Jhabvala,638
Azar Nafisi,639
Tony Horwitz,640
Leif Enger,641
Betty J. Eadie,642
H. G. Wells,643
K. A. Applegate,644
Adele Faber,645
Donald F. Glut,646
Earthworks Group,647
Carolyn G. Hart,648
Stephanie Laurens,649
Jane Feather,650
Rachel Gibson,651
Victoria Alexander,652
Susan Elizabeth Phillips,653
Josie Litton,654
Joann Ross,655
Lisa Kleypas,656
Pablo Neruda,657
Alan Paton,658
Kevin J. Anderson,659
Bruce Sterling,660
Wen Spencer,661
Scott Adams,662
Morgan Llywelyn,663
William Gibson,664
Starhawk,665
Tanya Huff,666
Philip Gourevitch,667
Myla Goldberg,668
Mary Karr,669
Steve Alten,670
Nalo Hopkinson,671
Cynthia Voigt,672
Catherine Gildiner,673
Stella Gibbons,674
Matthew Pearl,675
Carolyn Parkhurst,676
Rita Mae Brown,677
Tad Williams,678
Raymond E. Feist,679
Ron Hansen,680
Simon Winchester,681
M. J. Rose,682
Douglas R. Hofstadter,683
Laurel Thatcher Ulrich,684
Charles Kuralt,685
Cleveland Amory,686
Pearl S. Buck,687
Hannah Hurnard,688
Caren Lissner,689
Paul Vincent,690
Donna Leon,691
Henning Mankell,692
Kate Atkinson,693
Richard Carlson,694
Elizabeth George Speare,695
Larry Niven,696
Jack London,697
Vince Flynn,698
Susanna Kaysen,699
Andrei Codrescu,700
Mary Brown,701
Sapphire,702
Alan Garner,703
Robert Fisher,704
John Katzenbach,705
Chip Kidd,706
Richard Adams,707
Connie Willis,708
William Martin,709
Robert B. Parker,710
Dava Sobel,711
Jean Giono,712
J. A. Jance,713
Carlo Lucarelli,714
Eoin Colfer,715
James Alexander Thom,716
Katharine Graham,717
Martha Cooley,718
Dave Pelzer,719
James Dobson,720
R. L. Stine,721
Linda Howard,722
Margaret Wise Brown,723
Hanif Kureishi,724
Toby Young,725
John R. Miller,726
James A. Michener,727
Stephen E. Ambrose,728
Roger Caras,729
Kathy Hepinstall,730
Charlotte Brontгѓ?Г‚В«,731
Penelope Fitzgerald,732
William S. Burroughs,733
Wladimir Kaminer,734
Jerry B. Jenkins,735
Astrid Ericsson Lindgren,736
E. L. Konigsburg,737
Robert Harris,738
Isaac Asimov,739
Kinky Friedman,740
Bailey White,741
Robert J. Sawyer,742
Rachel Naomi Remen,743
Carson Mccullers,744
Jonathan Franzen,745
Bob Woodward,746
Douglas Coupland,747
Tom Stoppard,748
Philip K. Dick,749
Christina Dodd,750
John Dunning,751
Grant Naylor,752
Dai Sijie,753
Monica Ferris,754
Sharon Kay Penman,755
Iyanla Vanzant,756
Ekaterina Gordeeva,757
Nick Bantock,758
Thomas Block,759
Bernard Cornwell,760
J. M. Coetzee,761
Alex Garland,762
Joy Fielding,763
Nathaniel Philbrick,764
Emma Donoghue,765
Mary Renault,766
Dan Mcneill,767
Lawrence Block,768
Erica Spindler,769
Stephen Dobyns,770
Anne Bishop,771
Kazuo Ishiguro,772
Lalita Tademy,773
Cathy Maxwell,774
Phillip M. Margolin,775
Bruce Robinson,776
Robert Fulghum,777
Elie Wiesel,778
Josephine Carr,779
Peter Benchley,780
"Arthur Conan, Sir Doyle",781
Jim Butcher,782
E. L. Swann,783
Dr. Seuss,784
Jared Diamond,785
Patricia Highsmith,786
John Dufresne,787
Marguerite Duras,788
David Fontana,789
Luis Sepulveda,790
E. B. White,791
Kathy Tyers,792
L. Ron Hubbard,793
Anonymous,794
Phillip Margolin,795
F. Scott Fritzgerald,796
Sara Backer,797
Jan Siegel,798
Ursula K. Le Guin,799
Susan Cooper,800
Berkeley Breathed,801
Cristina Garcia,802
Debbie Macomber,803
Jill Davis,804
Allison Pearson,805
Stan Redding,806
Elizabeth Lowell,807
Frances Mayes,808
Ann M. Martin,809
Malcolm Gladwell,810
Sally Beauman,811
Peter Singer,812
Robertson Davies,813
Johanna Spyri,814
Aldous Huxley,815
E. M. Forster,816
Martin Cruz Smith,817
Pat Conroy,818
Pete Hamill,819
Rosellen Brown,820
Jill Conner Browne,821
Julia Alvarez,822
Florence King,823
Stefan Fatsis,824
Hannah Crafts,825
Will Ferguson,826
John Kennedy Toole,827
Lisa Beamer,828
Ian Rankin,829
Dorothy L. Sayers,830
Michel Tournier,831
Mario Puzo,832
Dianna Wynne Jones,833
Peter Wright,834
Mark Z. Danielewski,835
Robert Pirsig,836
China Mieville,837
Chang-Rae Lee,838
Millenia Black,839
Laurie Fox,840
Wendy Northcutt,841
Peter Carey,842
Carlos Ruiz Zafon,843
Torcuato Luca De Tena,844
William Shatner,845
Jan Burke,846
Nicci French,847
Judy Collins,848
Conari Press,849
Andre Dubus Iii,850
Gary Paulsen,851
Robert Crais,852
Erich Segal,853
Robert N. Munsch,854
Norman Maclean,855
S. E. Hinton,856
Richard Preston,857
Tony Hawks,858
Kage Baker,859
William Carlos Williams,860
Michael Drosnin,861
Bill Richardson,862
Linda Lael Miller,863
Sheri Reynolds,864
Benedict Freedman,865
Elizabeth Berg,866
Laurie Graham,867
Nancy Pearl,868
Jim Fergus,869
Edwin A. Abbott,870
O. Henry,871
Pearl Cleage,872
Marlo Morgan,873
Dinah Mccall,874
Annie Gottlieb,875
Vicki Lewis Thompson,876
Tim Burton,877
Steve Moss,878
Dashiell Hammett,879
Benjamin Anastas,880
Jose Saramago,881
Arthur Nersesian,882
Joshua Piven,883
Tim O.'Brien,884
David M. Friedman,885
Christopher Pike,886
George R. R. Martin,887
Doug Lansky,888
Judith Krantz,889
Laurie Notaro,890
Lolly Winston,891
Susan Minot,892
Judith Hawkes,893
James Jennings,894
Alvin Schwartz,895
Melvin Burgess,896
Neale Donald Walsch,897
Manil Suri,898
P. D. James,899
Antwone Quenton Fisher,900
Timothy Zahn,901
Graham Greene,902
John Stevens,903
Steven Pressfield,904
Bruce Wilkinson,905
Marlene Day,906
Daniel Silva,907
Nevil Shute Norway,908
Stephen Hawking,909
Frederick Forsyth,910
David Drake,911
William Boyd,912
Nora Ephron,913
Amanda Quick,914
Gloria Steinem,915
Lisa Carey,916
Trevanian,917
Stephen Baker,918
Neil Postman,919
Firoozeh Dumas,920
Cathleen Schine,921
Dorothy Garlock,922
Rosamunde. Pilcher,923
Jerry Spinelli,924
Alice Blanchard,925
Cameron Tuttle,926
T. Jefferson Parker,927
Robert Morgan,928
Eric Garcia,929
Gary Braver,930
Sarah Mlynowski,931
Karen Templeton,932
Claire Cook,933
Lauren Weisberger,934
Ingrid Noll,935
Dennis Covington,936
Richard Matheson,937
Manuel Vicent,938
Catherine Millet,939
Anne Fadiman,940
Betty Edwards,941
Joyce Carol Oates,942
Darin Strauss,943
Maeve Brennan,944
P. J. O.'Rourke,945
Colin Forbes,946
K. Amber,947
Nat Philbrick,948
Anthony Burgess,949
Fyodor Dostoyevsky,950
Walter Dean Myers,951
Alessandro Baricco,952
Jody Shields,953
Orhan Pamuk,954
Vikram Seth,955
Kathleen Norris,956
Peter Heg,957
Geraldine Brooks,958
Rita Golden Gelman,959
F. Paul Wilson,960
Suzanne Brockmann,961
Gaelen Foley,962
Sherrilyn Kenyon,963
Jill Churchill,964
Nadine Gordimer,965
John Hersey,966
Bram Stocker,967
Rita Ciresi,968
Steve Perry,969
Jackie Collins,970
Bruno Maddox,971
Alice Randall,972
T. H. White,973
Katherine Mosby,974
Kirsty Gunn,975
Edward Gorey,976
Michael Frayn,977
Gustave Flaubert,978
Eliyahu M. Goldratt,979
Mary Alice Monroe,980
Eckhart Tolle,981
Julia Cameron,982
Geoffrey Chaucer,983
Whitley Strieber,984
Anna Maxted,985
Linda Greenlaw,986
Wayne W. Dyer,987
Robert Heinlein,988
Melinda Blanchard,989
Misty Bernall,990
Eudora Welty,991
Chris Hedges,992
Christine Mcguire,993
Amelie Nothomb,994
Patrick Sгѓ?Г‚Вјskind,995
H. P. Lovecraft,996
Christopher Paul Curtis,997
Yitta Halberstam,998
Matt Ridley,999
E. D. Hirsch Jr.,1000
Lance Armstrong,1001
Sena Jeter Naslund,1002
Robert Louis Stevenson,1003
Barry Sears,1004
Susan Forward,1005
Heather Graham Pozzessere,1006
John Bayley,1007
Nancy K. Peske,1008
Joanna Carl,1009
Maggie Shayne,1010
Pamela E. Apkarian-Russell,1011
Michael Wallis,1012
Alex Kotlowitz,1013
Andrea De Carlo,1014
Wilson Rawls,1015
Margaret Peterson Haddix,1016
Rudolfo Anaya,1017
Jo Beverley,1018
Carol O.'Connell,1019
David J. Pelzer,1020
Jodi Picoult,1021
Stephen L. Carter,1022
Anchee Min,1023
Kyle Mills,1024
Nancy Taylor Rosenberg,1025
Shelby Yastrow,1026
Stanley Pottinger,1027
Julia Quinn,1028
Alton Gansky,1029
David Morrell,1030
Stef Ann Holm,1031
Lincoln Child,1032
Matthew Reilly,1033
Michael Darkow,1034
Gail Tsukiyama,1035
James Reese,1036
Malika Oufkir,1037
Carol Brink,1038
R. A. Salvatore,1039
Nien Cheng,1040
Annie Dillard,1041
P. J. Orourke,1042
Antonio Skarmeta,1043
E. L. Doctorow,1044
Inga Muscio,1045
Upton Sinclair,1046
Robert M. Pirsig,1047
Silver Ravenwolf,1048
Albert Camus,1049
Elizabeth Young,1050
Alan Lightman,1051
Todd Komarnicki,1052
Tina Wainscott,1053
Joseph Wambaugh,1054
Kirk Douglas,1055
Peter Jenkins,1056
Laura Joh Rowland,1057
Patrick Mccabe,1058
Karin Lowachee,1059
John Knowles,1060
Robert C. O.'Brien,1061
Mary Norton,1062
Carol Ryrie Brink,1063
Mildred D. Taylor,1064
Garth Nix,1065
Kay Allenbaugh,1066
Christina Schwarz,1067
Molly Jong-Fast,1068
Shirley Jackson,1069
Jacqueline Park,1070
A. S. Byatt,1071
Charles Dickens,1072
Charlaine Harris,1073
Mary Gentle,1074
Philip D. Eastman,1075
Michael Jan Friedman,1076
Norman Juster,1077
Joseph Finder,1078
A. N. Roquelaure,1079
Stefan Zweig,1080
Deborah Moggach,1081
Elinor Lipman,1082
Carolyn Keene,1083
Karen Armstrong,1084
Lisa Jewell,1085
James Joyce,1086
Gayle Lynds,1087
Lorenzo Carcaterra,1088
Pamela Stephenson,1089
Michael Pollan,1090
Vicki Iovine,1091
Kate White,1092
Tony Earley,1093
Kirsten Bakis,1094
David Almond,1095
Jorge Amado,1096
Chinua Achebe,1097
Helene Hanff,1098
Thomas J. Stanley,1099
John Whitman,1100
P. J. Tracy,1101
Richard Lederer,1102
D. H. Lawrence,1103
Elise Juska,1104
Frederick Beigbeder,1105
Ahdaf Soueif,1106
Clyde Edgerton,1107
Suzy Becker,1108
Jimmy Buffett,1109
Maud Hart Lovelace,1110
John D. Macdonald,1111
Tom Raabe,1112
Hampton Sides,1113
Daniel Wallace,1114
John Howard Griffin,1115
Terri Blackstock,1116
John Lescroart,1117
Indu Sundaresan,1118
Alan Dean Foster,1119
William Diehl,1120
Earlene Fowler,1121
Lynda La Plante,1122
Steven Paul Martini,1123
Susan Wittig Albert,1124
Andrew M. Greeley,1125
J. F. Freedman,1126
Storm Constantine,1127
Ali Smith,1128
Mary Pope Osborne,1129
Charlotte Douglas,1130
Jean Lorrah,1131
Anais Nin,1132
Charles Grant,1133
Katherine Dunn,1134
Napoleon Hill,1135
Peter Mcwilliams,1136
Linus Torvalds,1137
Nigel Barley,1138
Javier Cercas,1139
Mikhail Bulgakov,1140
Thomas Robbins,1141
Lynn V. Andrews,1142
Chuck Barris,1143
John Treadwell Nichols,1144
Barbara Parker,1145
Bill Phillips,1146
Charlotte Vale Allen,1147
Mark Childress,1148
Donald E. Westlake,1149
Jennifer Chiaverini,1150
Sarah Vowell,1151
Janet Dailey,1152
Robert Asprin,1153
Alice Steinbach,1154
"Walter M. , Jr. Miller",1155
Aimee Bender,1156
Carol Smith,1157
Janice Graham,1158
Silas House,1159
Peter S. Beagle,1160
Susan R. Sloan,1161
Beverly Lewis,1162
Glen Gold,1163
Tova Mirvis,1164
Jane Shapiro,1165
Ruth Rendell,1166
Michael Baigent,1167
Surya Das,1168
Breena Clarke,1169
Richard Laymon,1170
Claire Berlinski,1171
Mary Jo Putney,1172
Stephen Hunter,1173
Catherine Anderson,1174
Dante Alighieri,1175
Steven Spielberg,1176
Paula Volsky,1177
Scott Smith,1178
Francine Pascal,1179
Howard Norman,1180
Deborah Crombie,1181
Phillip C. Mcgraw,1182
Elizabeth Marshall Thomas,1183
Perry O.'Shaughnessy,1184
Perri O.'Shaughnessy,1185
Katherine Paterson,1186
Ethan Black,1187
Nancy Pickard,1188
Stephen W. Frey,1189
Carolyn Hart,1190
Margaret Mitchell,1191
Robert Parker,1192
John Connolly,1193
Guy Gavriel Kay,1194
Monty Roberts,1195
Christine Feehan,1196
Edith Hamilton,1197
Winston Groom,1198
Thomas Keneally,1199
Anatolian Treasures,1200
Jemiah Jefferson,1201
Jill A. Davis,1202
Robert Mccammon,1203
Arabella Weir,1204
Wendy Markham,1205
Deborah And James Howe,1206
Penelope J. Stokes,1207
Velma Wallis,1208
Jane Goodall,1209
Pauline Reage,1210
George Bernard Shaw,1211
Arthur Miller,1212
Miguel De Cervantes Saavedra,1213
D. B. C. Pierre,1214
Joanna Trollope,1215
Jennifer Finney Boylan,1216
Liane Moriarty,1217
Robert C. Atkins,1218
Andrea Kane,1219
Karen Rose,1220
Laura Moriarty,1221
Pam Munoz Ryan,1222
Janet Taylor Lisle,1223
Angela Elwell Hunt,1224
Franz Kafka,1225
M. Bulgakov,1226
M. Gilliland,1227
Joy Kogawa,1228
Mario Vargas Llosa,1229
Tom Corbett,1230
Lian Hearn,1231
James Dickey,1232
Philippa Gregory,1233
Max Barry,1234
Garry D. Kilworth,1235
Walter Lord,1236
William Armstrong,1237
Charlotte Hughes,1238
Karen Harper,1239
Sharon Sala,1240
Boris Starling,1241
Robert K. Tanenbaum,1242
Marianne Fredriksson,1243
Pam Houston,1244
Ken Kesey,1245
Sharon Shinn,1246
Brian L. Weiss,1247
