isbn,title,year_of_publication,image_url_s,image_url_m,image_url_l,author_id,publisher_id,id
0345417623,Timeline,2000,http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345417623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345417623.01.LZZZZZZZ.jpg,10,10,11
0684823802,OUT OF THE SILENT PLANET,1996,http://images.amazon.com/images/P/0684823802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684823802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684823802.01.LZZZZZZZ.jpg,11,11,12
0375759778,Prague : A Novel,2003,http://images.amazon.com/images/P/0375759778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375759778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375759778.01.LZZZZZZZ.jpg,12,12,13
0375406328,Lying Awake,2000,http://images.amazon.com/images/P/0375406328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375406328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375406328.01.LZZZZZZZ.jpg,13,13,14
0446310786,To Kill a Mockingbird,1988,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,14,14,15
0449005615,Seabiscuit: An American Legend,2002,http://images.amazon.com/images/P/0449005615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449005615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449005615.01.LZZZZZZZ.jpg,15,10,16
0060168013,Pigs in Heaven,1993,http://images.amazon.com/images/P/0060168013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060168013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060168013.01.LZZZZZZZ.jpg,16,15,17
0061099686,Downtown,1995,http://images.amazon.com/images/P/0061099686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099686.01.LZZZZZZZ.jpg,17,16,18
0553582909,Icebound,2000,http://images.amazon.com/images/P/0553582909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582909.01.LZZZZZZZ.jpg,18,17,19
0671888587,I'll Be Seeing You,1994,http://images.amazon.com/images/P/0671888587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671888587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671888587.01.LZZZZZZZ.jpg,19,18,20
0553582747,From the Corner of His Eye,2001,http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.LZZZZZZZ.jpg,20,17,21
0425182908,Isle of Dogs,2002,http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg,21,19,22
042518630X,Purity in Death,2002,http://images.amazon.com/images/P/042518630X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518630X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518630X.01.LZZZZZZZ.jpg,22,19,23
0440223571,This Year It Will Be Different: And Other Stories,1997,http://images.amazon.com/images/P/0440223571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.LZZZZZZZ.jpg,23,5,24
0842342702,Left Behind: A Novel of the Earth's Last Days,2000,http://images.amazon.com/images/P/0842342702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.LZZZZZZZ.jpg,24,20,25
0440225701,The Street Lawyer,1999,http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg,5,5,26
0380715899,A Soldier of the Great War,1992,http://images.amazon.com/images/P/0380715899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380715899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380715899.01.LZZZZZZZ.jpg,25,21,27
0671623249,LONESOME DOVE,1986,http://images.amazon.com/images/P/0671623249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671623249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671623249.01.LZZZZZZZ.jpg,26,18,28
0345260317,The Dragons of Eden: Speculations on the Evolution of Human Intelligence,1978,http://images.amazon.com/images/P/0345260317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345260317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345260317.01.LZZZZZZZ.jpg,27,10,29
042511774X,Breathing Lessons,1994,http://images.amazon.com/images/P/042511774X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg,28,19,30
0804106304,The Joy Luck Club,1994,http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg,2,22,31
1853260053,Tess of the D'Urbervilles,1997,http://images.amazon.com/images/P/1853260053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260053.01.LZZZZZZZ.jpg,29,23,32
0060938412,The Accidental Virgin,2003,http://images.amazon.com/images/P/0060938412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938412.01.LZZZZZZZ.jpg,30,24,33
0140067477,The Tao of Pooh,1983,http://images.amazon.com/images/P/0140067477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg,31,25,34
0345465083,Seabiscuit,2003,http://images.amazon.com/images/P/0345465083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg,15,10,35
1558531025,Life's Little Instruction Book,1991,http://images.amazon.com/images/P/1558531025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.LZZZZZZZ.jpg,32,26,36
0441783589,Starship Troopers,1987,http://images.amazon.com/images/P/0441783589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg,33,27,37
0394895894,The Ruby in the Smoke,1988,http://images.amazon.com/images/P/0394895894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394895894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394895894.01.LZZZZZZZ.jpg,34,28,38
0375410538,Anil's Ghost,2000,http://images.amazon.com/images/P/0375410538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375410538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375410538.01.LZZZZZZZ.jpg,35,13,39
0340767936,Turning Thirty,2000,http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340767936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340767936.01.LZZZZZZZ.jpg,36,29,40
0316769487,The Catcher in the Rye,1991,http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg,37,14,41
8445071408,El Senor De Los Anillos: LA Comunidad Del Anillo,2001,http://images.amazon.com/images/P/8445071408.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8445071408.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8445071408.01.LZZZZZZZ.jpg,38,30,42
0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,1994,http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg,39,12,43
0671867156,Pretend You Don't See Her,1998,http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg,19,18,44
0312252617,Fast Women,2001,http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.LZZZZZZZ.jpg,40,31,45
0312261594,Female Intelligence,2001,http://images.amazon.com/images/P/0312261594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.LZZZZZZZ.jpg,41,31,46
0446677450,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",2000,http://images.amazon.com/images/P/0446677450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.LZZZZZZZ.jpg,42,32,47
0451166892,The Pillars of the Earth,1996,http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg,43,33,48
067976397X,Corelli's Mandolin : A Novel,1995,http://images.amazon.com/images/P/067976397X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.LZZZZZZZ.jpg,44,34,49
0786868716,The Five People You Meet in Heaven,2003,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg,45,35,50
0446608653,The Alibi,2000,http://images.amazon.com/images/P/0446608653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.LZZZZZZZ.jpg,46,32,51
0446612545,The Beach House,2003,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,47,32,52
0446612618,A Kiss Remembered,2003,http://images.amazon.com/images/P/0446612618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.LZZZZZZZ.jpg,46,32,53
0451208080,The Short Forever,2003,http://images.amazon.com/images/P/0451208080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.LZZZZZZZ.jpg,48,33,54
0553584383,Dead Aim,2004,http://images.amazon.com/images/P/0553584383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.LZZZZZZZ.jpg,49,17,55
0671027360,Angels &amp; Demons,2001,http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg,50,18,56
0812575954,The Deal,2000,http://images.amazon.com/images/P/0812575954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812575954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812575954.01.LZZZZZZZ.jpg,51,36,57
0316735736,All He Ever Wanted: A Novel,2004,http://images.amazon.com/images/P/0316735736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316735736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316735736.01.LZZZZZZZ.jpg,52,37,58
0743439740,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",2002,http://images.amazon.com/images/P/0743439740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743439740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743439740.01.LZZZZZZZ.jpg,53,18,59
0380619458,The Mosquito Coast,1990,http://images.amazon.com/images/P/0380619458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg,54,38,60
0671042858,The Girl Who Loved Tom Gordon,2000,http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg,55,18,61
0425184226,The Sum of All Fears,2002,http://images.amazon.com/images/P/0425184226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg,56,19,62
0060929790,One Hundred Years of Solitude,1998,http://images.amazon.com/images/P/0060929790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg,57,39,63
0060976845,Little Altars Everywhere: A Novel,1996,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg,58,39,64
0061099325,Coyote Waits,1992,http://images.amazon.com/images/P/0061099325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg,59,16,65
0671004573,Before I Say Good-Bye,2001,http://images.amazon.com/images/P/0671004573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg,19,18,66
0446601640,Slow Waltz in Cedar Bend,1994,http://images.amazon.com/images/P/0446601640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg,60,32,67
038572179X,Atonement : A Novel,2003,http://images.amazon.com/images/P/038572179X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg,61,40,68
0451410319,Hush,2002,http://images.amazon.com/images/P/0451410319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.LZZZZZZZ.jpg,62,41,69
0553583468,Whisper of Evil,2002,http://images.amazon.com/images/P/0553583468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.LZZZZZZZ.jpg,63,17,70
0380778556,Rebecca,1994,http://images.amazon.com/images/P/0380778556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg,64,21,71
0451525221,Scarlet Letter,1993,http://images.amazon.com/images/P/0451525221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.LZZZZZZZ.jpg,65,33,72
0385336772,Diary of a Mad Mom-To-Be,2003,http://images.amazon.com/images/P/0385336772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.LZZZZZZZ.jpg,66,42,73
0505524996,Contact,2002,http://images.amazon.com/images/P/0505524996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524996.01.LZZZZZZZ.jpg,67,43,74
0140252800,The Brimstone Wedding,1997,http://images.amazon.com/images/P/0140252800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140252800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140252800.01.LZZZZZZZ.jpg,68,25,75
0812575482,Through Wolf's Eyes,2002,http://images.amazon.com/images/P/0812575482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812575482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812575482.01.LZZZZZZZ.jpg,69,44,76
044651747X,Puerto Vallarta Squeeze,1995,http://images.amazon.com/images/P/044651747X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.LZZZZZZZ.jpg,60,32,77
0446527165,Wish You Well,2000,http://images.amazon.com/images/P/0446527165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg,70,32,78
0671461494,The Hitchhiker's Guide to the Galaxy,1982,http://images.amazon.com/images/P/0671461494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671461494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671461494.01.LZZZZZZZ.jpg,71,18,79
0385337639,Crow Lake,2003,http://images.amazon.com/images/P/0385337639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.LZZZZZZZ.jpg,72,42,80
039575514X,My Antonia,1995,http://images.amazon.com/images/P/039575514X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039575514X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039575514X.01.LZZZZZZZ.jpg,73,45,81
0451206673,Pen Pals,2002,http://images.amazon.com/images/P/0451206673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.LZZZZZZZ.jpg,74,33,82
0330332775,Bridget Jones's Diary,1997,http://images.amazon.com/images/P/0330332775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg,75,46,83
0486284735,Pride and Prejudice,1995,http://images.amazon.com/images/P/0486284735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg,76,47,84
0399138684,The Cat Who Came to Breakfast,1994,http://images.amazon.com/images/P/0399138684.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg,77,2,85
0345354931,Night Mare,1990,http://images.amazon.com/images/P/0345354931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg,78,48,86
0553278223,The Martian Chronicles,1984,http://images.amazon.com/images/P/0553278223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg,79,49,87
3257208626,Fahrenheit 451,1994,http://images.amazon.com/images/P/3257208626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg,79,50,88
3257233051,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,2002,http://images.amazon.com/images/P/3257233051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257233051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg,80,50,89
3492045642,QuerschГѓ?Г‚Вјsse - Downsize This!,2003,http://images.amazon.com/images/P/3492045642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492045642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492045642.01.LZZZZZZZ.jpg,81,51,90
0060977493,The God of Small Things,1998,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,82,39,91
0316602906,The Big Bad Wolf: A Novel,2003,http://images.amazon.com/images/P/0316602906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg,47,14,92
0316693006,Four Blind Mice,2002,http://images.amazon.com/images/P/0316693006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg,47,14,93
0345311396,Private Screening,1994,http://images.amazon.com/images/P/0345311396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg,83,10,94
0345378490,Congo,1995,http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg,10,10,95
0345404793,Protect and Defend,2001,http://images.amazon.com/images/P/0345404793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg,83,10,96
0375400117,Memoirs of a Geisha,1997,http://images.amazon.com/images/P/0375400117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg,84,13,97
0375705856,Plainsong,2000,http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,85,34,98
0380717018,Body of Evidence,1992,http://images.amazon.com/images/P/0380717018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg,86,21,99
0380718332,All That Remains,1993,http://images.amazon.com/images/P/0380718332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg,86,21,100
038076654X,Petals on the River,1997,http://images.amazon.com/images/P/038076654X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038076654X.01.LZZZZZZZ.jpg,87,24,101
0380807866,The Elusive Flame,1999,http://images.amazon.com/images/P/0380807866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg,87,21,102
0385316895,Legacy of Silence,1998,http://images.amazon.com/images/P/0385316895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg,88,5,103
0385497466,The Brethren,2000,http://images.amazon.com/images/P/0385497466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg,5,52,104
0385508042,The King of Torts,2003,http://images.amazon.com/images/P/0385508042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg,5,52,105
0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,2003,http://images.amazon.com/images/P/0385509456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg,89,52,106
0385511612,Bleachers,2003,http://images.amazon.com/images/P/0385511612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg,5,52,107
